id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
IN-05,754210,0.50707205,0.47451831,0.7679272,0.2320728,0.10666175,0.0533741,0.00120844,0.05355933,0.01552092,566848,0.03255374,White
IN-06,753981,0.31448933,0.66753873,0.87237784,0.12762216,0.05893766,0.03402737,0.00088608,0.01122703,0.01978055,589114,-0.3530494,White
IN-07,753724,0.60942081,0.37454526,0.52291897,0.47708103,0.29626536,0.11908537,0.0014862,0.04643739,0.02130331,563856,0.23487555,White
IN-08,753899,0.33934994,0.64403089,0.87921661,0.12078339,0.05309923,0.03068628,0.00165398,0.01336077,0.01926833,581628,-0.30468095,White
IN-09,753787,0.26499095,0.71785502,0.90102408,0.09897592,0.01811288,0.03231306,0.00091463,0.02353153,0.0205715,578373,-0.45286407,White
KS-01,734718,0.22865241,0.75372175,0.80842277,0.19157723,0.02441894,0.11904437,0.0019132,0.01237205,0.03551373,556658,-0.52506934,White
KS-02,734185,0.44192476,0.5382856,0.78416787,0.21583213,0.06935499,0.07937439,0.00290407,0.0284931,0.03840827,566102,-0.09636084,White
KS-03,734397,0.55485532,0.42781514,0.70014888,0.29985112,0.09257974,0.12194241,0.00177972,0.06032075,0.0247119,553458,0.12704018,White
KS-04,734580,0.38792044,0.59469594,0.7278005,0.2721995,0.07969474,0.11371403,0.00230339,0.04073781,0.04105602,553098,-0.2067755,White
KY-01,750253,0.25853803,0.72806452,0.86279642,0.13720358,0.07405503,0.02906145,0.00133648,0.01047888,0.02077599,577638,-0.46952649,White
KY-02,751552,0.26416103,0.72187529,0.86065638,0.13934362,0.0623985,0.03296308,0.00236741,0.01857452,0.0211573,575735,-0.45771426,White
KY-03,751130,0.58453481,0.39698732,0.65598692,0.34401308,0.22053577,0.06840397,0.00166781,0.03753083,0.01875101,589995,0.18754749,White
KY-04,750663,0.3215082,0.66112394,0.88274953,0.11725047,0.04118918,0.03403463,0.0015819,0.01715514,0.02013635,569567,-0.33961574,White
KY-05,751297,0.16387554,0.8242307,0.94180183,0.05819817,0.01899812,0.01321126,0.00056007,0.00514483,0.01822972,585637,-0.66035516,White
KY-06,750941,0.43929893,0.54080345,0.80345208,0.19654792,0.09531066,0.05096288,0.00239695,0.02892908,0.01966419,585328,-0.10150452,White
LA-01,776576,0.30205602,0.68195203,0.65009774,0.34990226,0.19358218,0.09958094,0.00106272,0.02864487,0.03087909,597524,-0.37989601,White
LA-02,776265,0.6709241,0.30838002,0.37765825,0.62234175,0.49557213,0.08773275,0.00116944,0.03518052,0.01618743,606273,0.36254408,Black
LA-03,775735,0.22653471,0.75989912,0.72613178,0.27386822,0.18206172,0.04914593,0.00160426,0.02102105,0.02072719,585318,-0.53336441,White
LA-04,776115,0.33143878,0.6565131,0.5970402,0.4029598,0.3215719,0.04056152,0.00128243,0.01537234,0.02536352,596526,-0.32507432,White
LA-05,776858,0.54259929,0.44205793,0.41175749,0.58824251,0.52183685,0.03978557,0.00091109,0.01725868,0.0129167,594889,0.10054136,Black
LA-06,776208,0.25158013,0.73166045,0.74333156,0.25666844,0.1539309,0.05820161,0.00096607,0.02162815,0.01981973,590018,-0.48008032,White
MA-01,781497,0.58807322,0.37579013,0.72347799,0.27652201,0.07605048,0.15208829,0.00177064,0.03996994,0.01715258,631975,0.21228309,White
MA-02,781157,0.58238612,0.37720987,0.71391076,0.28608924,0.06879073,0.1162725,0.001318,0.0678099,0.01466252,619880,0.20517625,White
MA-03,780230,0.58679641,0.3737128,0.69322437,0.30677563,0.06679892,0.08022156,0.00110172,0.12609109,0.00925473,623573,0.21308361,White
MA-04,781991,0.58395171,0.38086233,0.72459267,0.27540733,0.1171633,0.06722857,0.0012667,0.05942048,0.01147121,620510,0.20308938,White
MA-05,780918,0.60749509,0.35069217,0.74444744,0.25555256,0.06711761,0.06938435,0.00131965,0.09858423,0.01018779,638804,0.25680292,White
